x,y,t,u,v,p
5.171717171717171269e+00,-1.224489795918368706e-01,2.600000000000000089e+00,7.864950607253871073e-01,-4.983684761838608202e-01,-8.021397728290231843e-02
6.868686868686868507e+00,1.510204081632652962e+00,3.300000000000000266e+00,8.330236220215729848e-01,-1.180771929968319200e-01,1.798184782017240441e-02
4.040404040404039776e+00,-1.428571428571428603e+00,6.000000000000000000e+00,1.258974177151392704e+00,-7.071554918542916068e-03,-4.444225594358164333e-02
3.828282828282828287e+00,1.224489795918364266e-01,1.700000000000000178e+00,7.087765347324010978e-01,-3.109603002644231728e-01,-2.103488748024200938e-01
2.696969696969696795e+00,-1.183673469387755084e+00,6.200000000000000178e+00,8.512042120756050378e-01,-2.798992701991374205e-02,4.683019035555961024e-02
6.444444444444444642e+00,-2.040816326530614511e-01,1.200000000000000178e+00,8.677383693753080163e-01,4.668658139818966379e-01,-8.374129420648676603e-02
5.383838383838384090e+00,-7.755102040816328479e-01,6.000000000000000888e-01,1.093865319469862651e+00,4.134246683453002835e-01,-1.297520045075540862e-01
4.818181818181818343e+00,-4.489795918367347483e-01,3.200000000000000178e+00,5.364560645057330213e-01,4.566757172402179099e-02,-7.817969461738007164e-02
7.929292929292929060e+00,-1.265306122448979664e+00,6.800000000000000711e+00,7.381134603794593518e-01,3.336466787693867335e-03,9.276148596399755655e-03
3.545454545454545414e+00,-1.020408163265306145e+00,2.300000000000000266e+00,7.681667806610860127e-01,2.015990140853787249e-01,1.516361600237532779e-03
5.525252525252525082e+00,1.346938775510203801e+00,5.600000000000000533e+00,8.383589994385286515e-01,2.924534482332478147e-01,1.277948994036470429e-02
6.797979797979797567e+00,2.857142857142855874e-01,2.500000000000000000e+00,6.758627442524962614e-01,1.341050256726507017e-01,-9.863108217792485033e-02
2.626262626262626299e+00,-6.122448979591836871e-01,2.100000000000000089e+00,9.264024366468632810e-01,5.199933461983551330e-01,-1.808263158158305295e-01
2.060606060606060552e+00,1.346938775510203801e+00,4.600000000000000533e+00,1.122457462016393626e+00,-2.064683960477607938e-01,-1.390370130238806901e-01
2.060606060606060552e+00,-4.489795918367347483e-01,1.000000000000000000e+00,6.973085999147062841e-01,5.507921355069674840e-01,-2.848480783833250429e-01
3.262626262626262541e+00,-1.020408163265306145e+00,2.300000000000000266e+00,8.419028148366460851e-01,2.690583755145745659e-01,-2.602213000065761728e-02
3.333333333333333037e+00,-1.755102040816326481e+00,1.700000000000000178e+00,9.248474304511045130e-01,3.826854860776463668e-02,1.651880195385222252e-02
2.484848484848484862e+00,-1.918367346938775420e+00,3.400000000000000355e+00,1.150547945419727158e+00,9.280554698263651647e-02,-7.623896386092145205e-02
1.212121212121212155e+00,-1.510204081632652962e+00,2.000000000000000000e+00,1.230449614783189594e+00,1.866153193852264358e-02,-1.641302019713828941e-01
6.727272727272726627e+00,-1.510204081632652962e+00,6.900000000000000355e+00,9.383645236080977448e-01,2.001447565854020672e-01,2.343980436669456085e-03
6.444444444444444642e+00,7.755102040816326259e-01,5.000000000000000000e-01,8.710878885432381535e-01,4.492725818030627871e-01,-5.952244919618256136e-02
6.868686868686868507e+00,-1.183673469387755084e+00,5.600000000000000533e+00,7.017156249578893057e-01,2.060468920216238994e-02,1.087794170960817638e-02
2.696969696969696795e+00,1.673469387755101678e+00,4.800000000000000711e+00,1.001631004242903078e+00,-1.422581373097351054e-01,-4.142660129392231744e-02
1.353535353535353591e+00,2.040816326530610070e-01,3.900000000000000355e+00,1.517632391788460988e-01,2.976370951836657813e-02,-5.111191592299628716e-01
6.090909090909090828e+00,-6.938775510204082675e-01,6.700000000000000178e+00,9.534758118995726450e-01,4.063593809290655945e-01,-6.393580545893826073e-02
4.111111111111110716e+00,-9.387755102040817867e-01,8.000000000000000444e-01,6.833924495771908081e-01,-3.955179631601016266e-01,-1.128588981299212014e-02
3.262626262626262541e+00,1.102040816326530503e+00,3.400000000000000355e+00,7.139068234541250391e-01,1.613388198067378376e-01,6.554466783530579765e-02
1.989898989898989834e+00,-2.040816326530614511e-01,1.200000000000000178e+00,3.829648180456823869e-01,5.012247536976572881e-01,-3.933280092403840800e-01
1.565656565656565746e+00,-1.755102040816326481e+00,1.500000000000000000e+00,1.150350311685210958e+00,8.134424290437269889e-02,-1.258697604304369055e-01
1.000000000000000000e+00,4.081632653061229021e-02,8.000000000000000444e-01,-1.579284898298618234e-01,-2.107216636594804737e-01,-3.783739451220579086e-01
7.929292929292929060e+00,-1.510204081632652962e+00,1.900000000000000133e+00,8.757267791185588957e-01,1.631624372370908405e-01,1.257487640146985608e-02
7.505050505050505194e+00,2.040816326530610070e-01,7.000000000000000666e-01,7.729205576043833847e-01,1.144824663318677188e-01,-1.729413688618150202e-01
5.030303030303030276e+00,-6.938775510204082675e-01,3.800000000000000266e+00,5.922104934240112195e-01,2.255860610634570496e-01,-3.014212516235959330e-02
7.434343434343434254e+00,-1.510204081632652962e+00,3.200000000000000178e+00,1.210040405581840783e+00,2.018929065618926266e-01,-5.289752402190193298e-02
1.636363636363636243e+00,1.224489795918364266e-01,6.600000000000000533e+00,-1.936182728004162412e-01,2.682716060654707912e-01,-3.233939753931537320e-01
7.151515151515151381e+00,-1.918367346938775420e+00,2.000000000000000000e+00,1.030285249258742875e+00,1.609835020443207421e-01,5.363471885322737727e-03
4.888888888888889284e+00,-1.755102040816326481e+00,6.200000000000000178e+00,1.152525472435474985e+00,1.383316511001305427e-01,-2.254534364863631721e-02
5.030303030303030276e+00,-1.224489795918368706e-01,2.200000000000000178e+00,7.771475068465606428e-01,-5.025577668297254164e-01,-7.575438044915168423e-02
7.010101010101009500e+00,-1.755102040816326481e+00,3.100000000000000089e+00,1.233253651905590997e+00,5.650666835296262736e-02,-2.776500560909639717e-02
7.363636363636363313e+00,-1.224489795918368706e-01,3.300000000000000266e+00,7.513997395403935187e-01,6.235840774269753306e-02,-1.652685937619942924e-01
6.939393939393939448e+00,-2.857142857142858094e-01,2.000000000000000000e+00,8.840927192535537049e-01,4.689938541018129348e-01,-9.780481086769649002e-02
3.616161616161615910e+00,9.387755102040813426e-01,5.100000000000000533e+00,6.987988434936714954e-01,-1.694440261643632428e-01,1.064471675732935919e-02
1.424242424242424310e+00,1.265306122448979220e+00,4.299999999999999822e+00,1.241221408265547277e+00,-1.233104244117129850e-01,-2.225076768848216480e-01
7.292929292929292373e+00,7.755102040816326259e-01,9.000000000000000222e-01,9.655955662835759012e-01,3.981541384149592244e-01,-1.255430931113393489e-01
6.161616161616161769e+00,6.938775510204080454e-01,7.000000000000000666e-01,8.021054205400046655e-01,4.085882009002473336e-01,-3.859624301323056478e-02
5.454545454545454142e+00,-1.183673469387755084e+00,1.600000000000000089e+00,1.134176504968006149e+00,-1.089111555617670590e-01,-9.928173435439080485e-02
3.333333333333333037e+00,-1.265306122448979664e+00,2.600000000000000089e+00,9.155172400884250550e-01,2.311302556442346168e-01,-2.620316111185858401e-02
6.090909090909090828e+00,-1.346938775510204245e+00,5.000000000000000000e+00,7.608166883513224343e-01,7.941281003023588358e-02,2.132461371032126629e-02
1.636363636363636243e+00,-1.510204081632652962e+00,4.200000000000000178e+00,1.153868121875323505e+00,-4.093345242015341418e-02,-8.389660933596486403e-02
2.626262626262626299e+00,8.571428571428567622e-01,5.600000000000000533e+00,1.134416141622424545e+00,-4.106299118498095702e-01,-1.964062512837391750e-01
1.000000000000000000e+00,-8.571428571428572063e-01,6.500000000000000000e+00,1.263650145897738719e+00,8.713721241951917496e-02,-3.895403477076770926e-01
6.585858585858585634e+00,-1.836734693877551061e+00,6.200000000000000178e+00,9.044303413010071901e-01,1.103628862028163404e-01,1.983280030875887029e-02
5.030303030303030276e+00,-6.938775510204082675e-01,8.000000000000000444e-01,9.917343292511759945e-01,1.908909252900144876e-02,-2.066729946740446522e-01
7.858585858585858119e+00,-9.387755102040817867e-01,3.300000000000000266e+00,1.052775308131841170e+00,3.982380110747863466e-01,-9.589828060752844663e-02
1.212121212121212155e+00,2.040816326530610070e-01,6.000000000000000888e-01,-2.243119218098390544e-01,-3.872798798297178574e-02,-3.085759650222307249e-01
5.383838383838384090e+00,-1.428571428571428603e+00,2.100000000000000089e+00,9.863675438904118131e-01,-2.624787995182929490e-01,-5.511693426528307266e-03
2.979797979797979668e+00,-9.387755102040817867e-01,6.300000000000000711e+00,5.700091079762135138e-01,-4.443417104332286066e-02,6.744313799817616695e-02
4.393939393939393590e+00,1.510204081632652962e+00,2.300000000000000266e+00,1.117689934047131572e+00,-2.086905579583190895e-01,-3.648888299365701110e-02
6.232323232323231821e+00,1.102040816326530503e+00,3.600000000000000089e+00,9.413810198372527527e-01,-2.909276067909256636e-01,-2.110567628351778247e-02
7.575757575757575246e+00,-2.000000000000000000e+00,3.800000000000000266e+00,1.203665592262812778e+00,1.853356319855502254e-02,-9.483063024364461746e-03
4.464646464646464530e+00,-1.346938775510204245e+00,1.100000000000000089e+00,1.011428918361610529e+00,-2.367884136997172040e-01,-2.720298893531699486e-03
2.484848484848484862e+00,1.428571428571428381e+00,1.300000000000000044e+00,1.230123650641239852e+00,-9.390463873849929852e-03,-8.305779798472832931e-02
4.393939393939393590e+00,-6.938775510204082675e-01,6.000000000000000888e-01,7.608620602044556813e-01,-4.365728180397724367e-01,-1.255482056682422076e-01
1.141414141414141437e+00,1.836734693877550839e+00,5.400000000000000355e+00,1.184420452561900650e+00,1.346586826881335935e-02,-1.101407101749855288e-01
7.929292929292929060e+00,1.265306122448979220e+00,3.900000000000000355e+00,7.374116898980673795e-01,-2.019748980461633439e-02,9.298466961227280086e-03
4.676767676767676463e+00,2.040816326530610070e-01,6.400000000000000355e+00,5.438963421116702612e-01,-3.432515424210740851e-01,-1.194165677415850030e-01
1.989898989898989834e+00,-1.020408163265306145e+00,4.000000000000000000e+00,1.087655715887591912e+00,-8.631827578249044730e-02,-9.065941574761327004e-02
5.171717171717171269e+00,1.591836734693877098e+00,4.000000000000000222e-01,8.179844278144000613e-01,6.201795788960416667e-02,3.722637422255473116e-02
2.555555555555555358e+00,-7.755102040816328479e-01,1.600000000000000089e+00,8.871826216212517213e-01,4.075712394534717342e-01,-1.107361930364776786e-01
1.777777777777777679e+00,1.346938775510203801e+00,4.100000000000000533e+00,1.134574039306129878e+00,-1.774302395272564226e-01,-1.588327622658947391e-01
5.171717171717171269e+00,1.510204081632652962e+00,4.100000000000000533e+00,1.266904854130634472e+00,-6.262847563280690699e-02,-4.929259334647835555e-02
5.737373737373737015e+00,-6.938775510204082675e-01,2.200000000000000178e+00,8.615621675239670818e-01,-4.705756043293086721e-01,-1.161846646163552377e-01
1.919191919191919116e+00,1.020408163265305923e+00,5.100000000000000533e+00,1.282166699032722068e+00,-2.329062055930425923e-01,-2.584341622039367792e-01
7.858585858585858119e+00,1.673469387755101678e+00,3.700000000000000178e+00,8.062123211234194509e-01,1.107230355095866967e-02,2.351382833782824505e-02
6.797979797979797567e+00,-5.306122448979593287e-01,5.900000000000000355e+00,6.467425523190259984e-01,2.055377364202254364e-01,-5.681743532078756265e-02
1.000000000000000000e+00,-9.387755102040817867e-01,2.600000000000000089e+00,1.192589578130919703e+00,-7.656754471381936600e-02,-2.083536657572613859e-01
5.171717171717171269e+00,6.938775510204080454e-01,8.000000000000000444e-01,5.681216424553550137e-01,-1.294963365222988327e-01,-3.327538171709050474e-02
2.414141414141414366e+00,1.836734693877550839e+00,1.600000000000000089e+00,1.157035597301319108e+00,4.571111583102197701e-03,-4.968007518761214519e-02
5.949494949494948948e+00,8.571428571428567622e-01,2.700000000000000178e+00,8.125699326541375722e-01,-2.933449991670886714e-01,-1.683440004236210971e-02
3.121212121212121104e+00,-6.938775510204082675e-01,1.700000000000000178e+00,6.573123119939069392e-01,2.977440004752676117e-01,-2.344282152479887013e-02
7.646464646464646187e+00,4.489795918367343042e-01,5.000000000000000000e-01,8.856561810123450007e-01,-2.370789931768202685e-01,-1.802423705651956809e-01
3.686868686868686851e+00,-1.591836734693877542e+00,1.200000000000000178e+00,9.391235105446424924e-01,-1.122574432461000415e-01,4.598775603826150971e-02
4.747474747474747403e+00,-1.510204081632652962e+00,6.500000000000000000e+00,1.257272814459759136e+00,8.697898809366635953e-02,-4.778564859463008824e-02
6.020202020202019888e+00,-1.183673469387755084e+00,4.000000000000000222e-01,9.480587248423623103e-01,2.737246917840605032e-01,-1.614518041455852843e-02
1.353535353535353591e+00,-7.755102040816328479e-01,2.800000000000000266e+00,8.411514631934892128e-01,-7.534103051206626767e-02,-2.133313670014358732e-01
7.292929292929292373e+00,1.591836734693877098e+00,2.500000000000000000e+00,8.077891863543128492e-01,1.296796464475866162e-01,2.435489772656106514e-02
7.717171717171717127e+00,-6.122448979591836871e-01,3.100000000000000089e+00,9.571763517860978343e-01,4.469108918108523065e-01,-1.157424506144272280e-01
7.646464646464646187e+00,1.673469387755101678e+00,6.000000000000000000e+00,1.120842812546634093e+00,-2.102955111170071167e-01,-1.892267522633335822e-02
7.787878787878787179e+00,2.000000000000000000e+00,5.400000000000000355e+00,1.000054034147894289e+00,-1.455408211274971941e-01,1.224180669577482929e-02
1.424242424242424310e+00,1.020408163265305923e+00,3.600000000000000089e+00,1.222672323157344199e+00,-2.101443572400466253e-01,-2.805711773067007808e-01
5.595959595959596022e+00,1.346938775510203801e+00,2.900000000000000355e+00,9.681488383665521891e-01,-2.431328927375227822e-01,-9.630364145094390260e-03
7.717171717171717127e+00,2.000000000000000000e+00,4.000000000000000222e-01,1.141582138191573836e+00,-1.298475115095891752e-01,-5.355224432369816608e-03
6.161616161616161769e+00,1.224489795918364266e-01,1.600000000000000089e+00,7.192020377124637154e-01,2.798579661420798059e-01,-1.258281788249416833e-01
4.323232323232323537e+00,5.306122448979588846e-01,2.200000000000000178e+00,1.018207231467188612e+00,-4.587516244783619856e-01,-1.638733929957742197e-01
5.525252525252525082e+00,1.428571428571428381e+00,6.600000000000000533e+00,7.429461633720030322e-01,7.512484657542777000e-02,3.121817917788279398e-02
1.989898989898989834e+00,1.673469387755101678e+00,5.300000000000000711e+00,1.166551861118561018e+00,-1.158173094854799551e-01,-1.171316734696845885e-01
1.919191919191919116e+00,1.591836734693877098e+00,6.200000000000000178e+00,1.218819322325890520e+00,-4.259693064057409190e-02,-1.193070467732537804e-01
3.191919191919192045e+00,1.183673469387754640e+00,2.700000000000000178e+00,1.012122962079345934e+00,1.951142415584514456e-01,1.280274377903812058e-02
5.595959595959596022e+00,2.000000000000000000e+00,6.000000000000000000e+00,9.986701749040217679e-01,1.371662887278387866e-01,3.377946165553984137e-02
3.969696969696969724e+00,1.755102040816326259e+00,9.000000000000000222e-01,9.959109454867343114e-01,-1.674199669615073216e-01,-1.579599769447838711e-02
1.424242424242424310e+00,1.428571428571428381e+00,7.000000000000000666e-01,1.195529918621973886e+00,4.733622550315633171e-02,-1.145469303405713263e-01
7.858585858585858119e+00,8.571428571428567622e-01,3.100000000000000089e+00,7.911741064900454923e-01,2.900472648985781277e-01,-2.014065692493521159e-02
2.414141414141414366e+00,-2.040816326530614511e-01,5.300000000000000711e+00,1.346202032685706595e-01,-2.119550572073500283e-01,-2.159457101025782089e-01
5.878787878787878896e+00,-1.183673469387755084e+00,5.700000000000000178e+00,8.741391433495808716e-01,2.387109813737445241e-01,-1.834901134635040423e-03
2.979797979797979668e+00,1.224489795918364266e-01,2.800000000000000266e+00,4.532611304854366474e-01,5.082176772586974867e-01,-1.595074383812065399e-01
1.707070707070707183e+00,1.224489795918364266e-01,3.100000000000000089e+00,-7.413762252374068995e-02,-5.121893365941229126e-01,-3.441810339727537915e-01
7.929292929292929060e+00,1.755102040816326259e+00,4.200000000000000178e+00,8.442357270127586188e-01,-5.271120116268484396e-02,2.317181148962487239e-02
2.131313131313131493e+00,-9.387755102040817867e-01,4.800000000000000711e+00,7.849335454115153876e-01,-8.400017248215548016e-02,2.089128201967547019e-02
5.383838383838384090e+00,-2.040816326530614511e-01,6.600000000000000533e+00,8.267848177747537664e-01,3.484365894137994024e-01,-1.785140715202149786e-01
6.585858585858585634e+00,1.102040816326530503e+00,5.500000000000000000e+00,1.154659567349246352e+00,-6.153459288714109576e-02,-1.302336668353222260e-01
7.787878787878787179e+00,6.938775510204080454e-01,6.400000000000000355e+00,9.906091203683047297e-01,-3.541287379080453879e-01,-1.527611578610374998e-01
1.989898989898989834e+00,8.571428571428567622e-01,5.800000000000000711e+00,1.201291937553907729e+00,-1.056224629417103905e-01,-2.901526848483380605e-01
5.525252525252525082e+00,1.102040816326530503e+00,3.500000000000000000e+00,1.093887591130336734e+00,-3.306261443870329164e-01,-6.170614611318597093e-02
2.343434343434343425e+00,-6.938775510204082675e-01,5.200000000000000178e+00,2.586721182889042958e-01,-2.821079030593905829e-02,3.400145815919600883e-02
4.747474747474747403e+00,-6.938775510204082675e-01,5.600000000000000533e+00,1.065262751045490619e+00,4.423092161643707998e-01,-1.227518788746260747e-01
1.989898989898989834e+00,-1.183673469387755084e+00,3.300000000000000266e+00,1.289429725156152173e+00,4.334406783966907734e-02,-1.713115219116365662e-01
1.989898989898989834e+00,1.836734693877550839e+00,3.000000000000000000e+00,1.045080076088656273e+00,-2.692916434372313178e-02,-4.818291562469172173e-02
3.828282828282828287e+00,1.673469387755101678e+00,1.100000000000000089e+00,1.042108440428534122e+00,-1.883261241770966821e-01,-3.072624238494469501e-02
2.131313131313131493e+00,1.346938775510203801e+00,1.800000000000000044e+00,1.107762342569571068e+00,6.789550828363739854e-02,-2.813567359906901308e-02
7.929292929292929060e+00,1.591836734693877098e+00,6.400000000000000355e+00,1.144757085291759013e+00,-2.302473925767294372e-01,-3.090661584414542210e-02
1.636363636363636243e+00,6.938775510204080454e-01,2.000000000000000000e+00,5.276278157074820729e-01,-2.096932166311282209e-01,-9.986970732849785592e-02
3.121212121212121104e+00,-8.571428571428572063e-01,6.100000000000000533e+00,4.444576696543061090e-01,-1.640658490140863013e-01,5.445928347085476212e-02
6.232323232323231821e+00,1.755102040816326259e+00,4.600000000000000533e+00,1.139109514763373854e+00,-1.669208170520295742e-01,-1.664306645596794546e-02
1.494949494949494806e+00,-1.836734693877551061e+00,2.000000000000000000e+00,1.169699488524170494e+00,5.154989496352329476e-02,-1.171442045986315766e-01
6.868686868686868507e+00,1.183673469387754640e+00,1.400000000000000133e+00,8.668671754008263619e-01,3.214316680019757566e-01,-7.465448799370496408e-03
2.696969696969696795e+00,-2.000000000000000000e+00,3.800000000000000266e+00,1.144323750557811215e+00,8.361733139458549235e-02,-6.274922773558691547e-02
3.686868686868686851e+00,8.571428571428567622e-01,1.700000000000000178e+00,1.192029243839164421e+00,-3.352897912379889656e-01,-1.647497066225033779e-01
5.454545454545454142e+00,-1.510204081632652962e+00,3.800000000000000266e+00,7.816485937039963083e-01,-3.282596645981551015e-02,3.227071294786931083e-02
4.818181818181818343e+00,-1.224489795918368706e-01,9.000000000000000222e-01,6.288850048583997099e-01,-4.686545723328964241e-01,-1.519700605441684782e-01
7.575757575757575246e+00,2.000000000000000000e+00,6.000000000000000888e-01,1.190622377893623796e+00,-7.876996962564035420e-02,-9.384640003931932553e-03
3.404040404040403978e+00,-1.591836734693877542e+00,4.200000000000000178e+00,1.141206750820233262e+00,1.753031382754160483e-01,-6.133589811423709875e-02
3.616161616161615910e+00,2.857142857142855874e-01,1.000000000000000000e+00,8.520011681729032782e-01,-5.380225236838834801e-01,-1.762738881579803962e-01
1.212121212121212155e+00,1.102040816326530503e+00,4.000000000000000222e-01,1.206097450231198964e+00,7.024694822432568653e-02,-1.499817890814670873e-01
4.252525252525252597e+00,6.122448979591834650e-01,2.200000000000000178e+00,1.063126580869042215e+00,-4.296860754702144791e-01,-1.684808796384618945e-01
6.232323232323231821e+00,-8.571428571428572063e-01,3.900000000000000355e+00,7.848641499094676233e-01,-3.506592523949884632e-01,-2.085578469842747432e-02
2.838383838383838231e+00,5.306122448979588846e-01,5.500000000000000000e+00,9.171435599883550616e-01,-5.500147904554442135e-01,-1.869638490590295188e-01
2.909090909090909172e+00,9.387755102040813426e-01,1.400000000000000133e+00,1.182773335601871922e+00,-4.667039070138367246e-02,-1.717648639565262092e-01
5.383838383838384090e+00,-1.591836734693877542e+00,1.400000000000000133e+00,1.258079734665081606e+00,5.414250626226113638e-02,-3.838568381946357716e-02
4.676767676767676463e+00,3.673469387755101678e-01,1.400000000000000133e+00,7.764206886153747211e-01,-4.408328648020496954e-01,-6.260533596367665043e-02
4.393939393939393590e+00,5.306122448979588846e-01,3.600000000000000089e+00,6.822311443970909828e-01,5.189729216127851874e-01,-1.271429589626945911e-01
2.131313131313131493e+00,1.510204081632652962e+00,6.700000000000000178e+00,1.224220207015389583e+00,-2.346160654338656087e-02,-1.053205413434040311e-01
2.767676767676767291e+00,2.040816326530610070e-01,4.100000000000000533e+00,2.589607706105819251e-01,-5.415627127161323218e-01,-1.358319539418997302e-01
7.505050505050505194e+00,-2.857142857142858094e-01,4.299999999999999822e+00,8.222428788038909087e-01,-4.774089689752536447e-01,-1.096167825931314843e-01
4.959595959595959336e+00,-7.755102040816328479e-01,4.299999999999999822e+00,7.545477904805454328e-01,2.970686340105601064e-01,-2.197380619640885296e-02
5.737373737373737015e+00,-1.020408163265306145e+00,1.900000000000000133e+00,1.057416734807070213e+00,-1.855407797659605618e-01,-1.264598440956941627e-01
5.595959595959596022e+00,-1.020408163265306145e+00,1.800000000000000044e+00,1.036051956645817951e+00,-2.256813608540388094e-01,-1.188966349144980894e-01
6.868686868686868507e+00,-1.102040816326530726e+00,5.000000000000000000e+00,7.577786499444036927e-01,-2.108250332806478611e-01,3.120814460592845081e-03
3.545454545454545414e+00,-1.918367346938775420e+00,2.200000000000000178e+00,9.410421737804574027e-01,5.611305715778329428e-02,1.185123394832958595e-02
2.767676767676767291e+00,-1.918367346938775420e+00,4.600000000000000533e+00,1.160425374697074297e+00,2.712140874193691431e-02,-4.553717017118130705e-02
1.000000000000000000e+00,-8.571428571428572063e-01,4.500000000000000000e+00,1.046852646149264432e+00,7.270073259286055634e-02,-2.542480176757740962e-01
2.272727272727272485e+00,2.040816326530610070e-01,7.000000000000000666e-01,9.529444726666483345e-02,5.028619049475085978e-01,-2.333236747610082096e-01
1.282828282828282873e+00,-4.081632653061229021e-02,6.500000000000000000e+00,-1.224519262706811745e-01,6.123508589614191401e-04,-4.438193805297991901e-01
6.868686868686868507e+00,1.755102040816326259e+00,3.500000000000000000e+00,8.878488875238754741e-01,-1.127234656206725777e-01,1.911782743516954666e-02
3.545454545454545414e+00,-4.081632653061229021e-02,6.300000000000000711e+00,6.430814406947252815e-01,-5.658261727227018589e-01,-1.155968181658907773e-01
2.131313131313131493e+00,1.836734693877550839e+00,7.000000000000000000e+00,1.171891707578115893e+00,-7.448294656407170207e-03,-7.289790059913595077e-02
7.858585858585858119e+00,-1.102040816326530726e+00,2.000000000000000000e+00,8.556412520354886864e-01,2.493409558125718184e-01,-6.090358023666189377e-03
1.000000000000000000e+00,6.938775510204080454e-01,1.800000000000000044e+00,7.658347916127650201e-01,-1.528464823933887162e-01,-3.396833577460764420e-01
6.515151515151514694e+00,1.102040816326530503e+00,2.200000000000000178e+00,6.792609299368055353e-01,-9.902154465347014212e-03,7.113532541649272845e-03
1.212121212121212155e+00,-1.836734693877551061e+00,5.400000000000000355e+00,1.108479591519073271e+00,9.791552578027632944e-04,-1.054187130063243827e-01
1.212121212121212155e+00,5.306122448979588846e-01,2.500000000000000000e+00,5.121477679031377628e-01,-2.647817711460430656e-01,-4.277106924238662788e-01
3.545454545454545414e+00,-4.081632653061229021e-02,6.700000000000000178e+00,6.361849145656989224e-01,-5.092902561792556071e-01,-1.459286602021784562e-01
6.373737373737373701e+00,1.510204081632652962e+00,1.300000000000000044e+00,7.915926779736164320e-01,1.617121458757704577e-01,2.438933054022382474e-02
5.525252525252525082e+00,-4.489795918367347483e-01,1.000000000000000000e+00,9.297000189484451171e-01,3.027839428261968058e-01,-1.988696905733108311e-01
3.191919191919192045e+00,4.489795918367343042e-01,3.600000000000000089e+00,3.253725375466205438e-01,1.207434905827565602e-01,-5.725221891875785507e-02
6.373737373737373701e+00,1.918367346938775420e+00,3.000000000000000444e-01,1.098221373276323298e+00,1.515725955367371036e-01,1.263277715617688521e-02
2.838383838383838231e+00,6.122448979591834650e-01,4.000000000000000222e-01,1.067736040938898956e+00,-3.878543495941963459e-01,-2.800847977329617433e-01
2.909090909090909172e+00,6.938775510204080454e-01,2.200000000000000178e+00,4.347675568019631620e-01,3.712819497815723069e-01,-2.358650017321117787e-02
3.969696969696969724e+00,4.081632653061229021e-02,3.900000000000000355e+00,7.064570662841008764e-01,5.477877240678576953e-01,-9.852232216980237600e-02
1.000000000000000000e+00,-1.183673469387755084e+00,3.600000000000000089e+00,1.196027045721521409e+00,-7.215164129390794212e-02,-1.522618086206936339e-01
3.191919191919192045e+00,-1.755102040816326481e+00,5.000000000000000000e+00,1.182308354106617498e+00,3.050359108337664243e-02,-3.629993299050669059e-02
5.101010101010101216e+00,1.183673469387754640e+00,4.800000000000000711e+00,8.613346573529968575e-01,3.551017822275273628e-01,-1.484440003285523654e-02
7.787878787878787179e+00,-7.755102040816328479e-01,5.300000000000000711e+00,8.744846187940881199e-01,-3.969969994959374193e-01,-4.075965490691367543e-02
3.404040404040403978e+00,3.673469387755101678e-01,3.600000000000000089e+00,4.464876451241198696e-01,3.497128460355771185e-01,-7.709161900167857406e-02
5.171717171717171269e+00,4.489795918367343042e-01,3.400000000000000355e+00,9.571340499355021070e-01,-3.924367937768945547e-01,-1.836540279361839056e-01
7.929292929292929060e+00,1.183673469387754640e+00,6.000000000000000000e+00,1.029342497634924358e+00,-3.245586316475522759e-01,-4.001494849527083980e-02
6.444444444444444642e+00,-1.183673469387755084e+00,6.600000000000000533e+00,9.148412333143675079e-01,2.597206950082704413e-01,-1.071822850057084324e-02
6.232323232323231821e+00,-1.428571428571428603e+00,1.900000000000000133e+00,1.224105382534022235e+00,2.110395445059188579e-01,-5.851900309346741436e-02
2.838383838383838231e+00,-1.346938775510204245e+00,1.300000000000000044e+00,8.890010629578805057e-01,1.192594696143394611e-01,-2.881915800552803820e-03
3.616161616161615910e+00,-1.755102040816326481e+00,1.500000000000000000e+00,9.299930635389581646e-01,-4.141976805288036939e-02,3.491700957735814626e-02
7.292929292929292373e+00,7.755102040816326259e-01,2.500000000000000000e+00,7.680227738465592591e-01,2.983534320116877914e-01,-2.493641176605918691e-02
4.606060606060605522e+00,6.122448979591834650e-01,9.000000000000000222e-01,7.156812447197979932e-01,-3.412632872312661991e-01,-3.797077462489114458e-02
5.101010101010101216e+00,1.510204081632652962e+00,3.000000000000000000e+00,1.092447283475382003e+00,-2.197376807645894659e-01,-2.655290921116216715e-02
6.585858585858585634e+00,-7.755102040816328479e-01,3.700000000000000178e+00,8.682144016195449954e-01,-4.374463371942237666e-01,-5.390859542016744610e-02
5.030303030303030276e+00,-2.000000000000000000e+00,3.000000000000000000e+00,9.321213409683366535e-01,-7.303467813198910585e-02,3.718391803117263028e-02
5.101010101010101216e+00,1.755102040816326259e+00,5.400000000000000355e+00,9.721318406597555528e-01,1.718638389119716836e-01,3.767346620184889444e-02
5.737373737373737015e+00,1.755102040816326259e+00,5.500000000000000000e+00,1.094266314121717931e+00,1.724154795023244979e-01,1.172155339118498285e-02
3.545454545454545414e+00,-1.836734693877551061e+00,4.400000000000000355e+00,1.118664129989128009e+00,1.389867343386859133e-01,-4.150707709564360748e-02
6.939393939393939448e+00,1.265306122448979220e+00,4.800000000000000711e+00,1.023534080791549616e+00,-2.875042640461273336e-01,-2.717542691874404517e-02
5.595959595959596022e+00,4.489795918367343042e-01,6.100000000000000533e+00,7.625527555445144046e-01,4.418865383495202970e-01,-5.605420918386745666e-02
